IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
5.35.47.30,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,257 ms,1299 kB/s
89.42.142.187,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,265 ms,1299 kB/s
82.214.178.83,10029,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,195 ms,1297 kB/s
62.60.217.113,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,246 ms,1297 kB/s
89.110.115.200,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,295 ms,1295 kB/s
212.111.81.57,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,285 ms,1295 kB/s
88.99.189.60,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,1291 kB/s
162.19.242.211,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,1286 kB/s
91.84.105.79,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,249 ms,1278 kB/s
94.177.199.119,2053,true,FCO,IT,Europe,Rome,欧洲,意大利,罗马,🇮🇹,267 ms,1272 kB/s
141.94.220.157,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,174 ms,1266 kB/s
51.38.227.155,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,182 ms,1254 kB/s
193.233.232.82,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,1250 kB/s
166.1.201.112,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,225 ms,1250 kB/s
45.154.98.100,4002,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,230 ms,1248 kB/s
45.150.65.39,8443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,245 ms,1238 kB/s
147.45.248.214,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,285 ms,1237 kB/s
88.119.169.210,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,261 ms,1231 kB/s
159.255.32.196,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,230 ms,1227 kB/s
185.88.140.78,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,203 ms,1210 kB/s
89.110.78.108,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,294 ms,1210 kB/s
45.132.1.208,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,250 ms,1209 kB/s
103.54.18.18,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,267 ms,1208 kB/s
49.13.153.123,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,1198 kB/s
162.19.242.212,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,194 ms,1198 kB/s
45.67.216.25,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,269 ms,1195 kB/s
45.11.183.132,443,true,TLL,EE,Europe,Tallinn,欧洲,爱沙尼亚,塔林,🇪🇪,320 ms,1195 kB/s
194.87.82.242,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,170 ms,1185 kB/s
185.21.14.128,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,291 ms,1185 kB/s
194.87.216.104,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,1184 kB/s
5.61.44.169,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,295 ms,1170 kB/s
54.36.98.158,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,171 ms,1165 kB/s
38.180.225.181,443,true,BUD,HU,Europe,Budapest,欧洲,匈牙利,布达佩斯,🇭🇺,191 ms,1163 kB/s
65.109.240.190,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,205 ms,1159 kB/s
141.94.207.7,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,209 ms,1158 kB/s
5.75.134.237,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,1152 kB/s
45.120.178.143,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,187 ms,1151 kB/s
146.19.80.84,443,true,SOF,BG,Europe,Sofia,欧洲,保加利亚,索非亚,🇧🇬,251 ms,1151 kB/s
95.142.41.108,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,1148 kB/s
185.207.133.57,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,1144 kB/s
31.192.238.71,2053,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,385 ms,1139 kB/s
77.221.154.100,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,1138 kB/s
188.227.85.144,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,252 ms,1134 kB/s
89.208.96.101,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,263 ms,1124 kB/s
92.51.47.199,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,301 ms,1121 kB/s
199.119.137.109,2053,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,238 ms,1120 kB/s
45.149.63.46,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,211 ms,1120 kB/s
91.199.32.191,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,192 ms,1118 kB/s
45.95.232.203,8443,true,ZRH,CH,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,255 ms,1111 kB/s
49.12.160.221,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,1110 kB/s
141.94.207.153,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,179 ms,1108 kB/s
185.51.246.125,2053,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,271 ms,1099 kB/s
5.61.46.225,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,294 ms,1095 kB/s
37.27.184.127,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,206 ms,1094 kB/s
166.0.244.206,8443,true,BOM,IN,Asia Pacific,Mumbai,亚洲,印度,孟买,🇮🇳,349 ms,1086 kB/s
194.26.192.125,1701,true,IST,TR,Europe,Istanbul,欧洲,土耳其,伊斯坦布尔,🇹🇷,266 ms,1083 kB/s
80.85.246.166,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,247 ms,1080 kB/s
185.148.106.47,8443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,182 ms,1076 kB/s
116.203.122.202,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,1074 kB/s
95.215.8.63,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,1073 kB/s
87.106.65.110,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,221 ms,1072 kB/s
91.107.233.151,7443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,236 ms,1066 kB/s
57.129.63.158,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,1064 kB/s
47.130.35.116,8888,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,252 ms,1051 kB/s
89.110.76.19,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,250 ms,1051 kB/s
89.169.35.91,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,314 ms,1050 kB/s
91.107.142.138,8080,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,1050 kB/s
139.224.43.79,443,true,NRT,JP,Asia Pacific,Tokyo,亚洲,日本,东京,🇯🇵,56 ms,1049 kB/s
89.110.119.231,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,1049 kB/s
109.176.198.153,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,249 ms,1047 kB/s
91.242.163.220,443,true,BTS,SK,Europe,Bratislava,欧洲,斯洛伐克,布拉迪斯拉发,🇸🇰,274 ms,1030 kB/s
141.94.68.162,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,176 ms,1028 kB/s
45.157.233.208,8102,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,1027 kB/s
78.40.117.50,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,317 ms,1017 kB/s
193.70.0.78,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,187 ms,1016 kB/s
193.70.0.78,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,199 ms,1014 kB/s
77.91.70.242,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,274 ms,1013 kB/s
91.84.104.248,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,301 ms,1010 kB/s
185.211.170.101,8443,true,DME,RU,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,256 ms,1010 kB/s
37.1.194.178,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,297 ms,1010 kB/s
172.66.130.115,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,1010 kB/s
172.66.131.193,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,1001 kB/s
162.19.227.28,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,999 kB/s
158.101.214.54,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,219 ms,992 kB/s
167.99.140.246,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,246 ms,990 kB/s
91.215.153.85,443,true,SOF,BG,Europe,Sofia,欧洲,保加利亚,索非亚,🇧🇬,201 ms,988 kB/s
212.34.142.100,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,987 kB/s
45.95.80.223,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,987 kB/s
212.23.211.83,1443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,271 ms,981 kB/s
51.210.150.65,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,188 ms,976 kB/s
194.247.182.247,8443,true,AMS,IS,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,298 ms,974 kB/s
45.149.63.113,443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,205 ms,965 kB/s
185.186.26.153,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,254 ms,963 kB/s
212.34.155.178,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,251 ms,962 kB/s
188.253.24.229,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,266 ms,955 kB/s
150.241.105.55,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,949 kB/s
185.23.236.15,8443,true,TLL,EE,Europe,Tallinn,欧洲,爱沙尼亚,塔林,🇪🇪,330 ms,941 kB/s
57.129.5.128,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,938 kB/s
65.109.209.55,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,202 ms,937 kB/s
150.241.108.2,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,261 ms,934 kB/s
51.91.102.36,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,934 kB/s
178.130.43.224,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,284 ms,932 kB/s
193.56.8.103,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,225 ms,929 kB/s
62.84.102.169,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,294 ms,926 kB/s
202.61.200.220,8080,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,926 kB/s
65.109.15.37,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,204 ms,926 kB/s
45.149.63.67,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,205 ms,925 kB/s
185.141.61.113,2053,true,SOF,BG,Europe,Sofia,欧洲,保加利亚,索非亚,🇧🇬,288 ms,922 kB/s
135.125.190.13,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,164 ms,922 kB/s
89.207.12.80,8443,true,FRA,TR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,289 ms,918 kB/s
5.182.86.227,8443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,245 ms,910 kB/s
217.144.187.140,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,305 ms,901 kB/s
77.91.70.19,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,266 ms,900 kB/s
172.66.130.253,2053,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,897 kB/s
198.98.54.187,8443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,238 ms,895 kB/s
38.180.18.247,2053,true,AMS,BE,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,222 ms,888 kB/s
91.199.32.20,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,186 ms,877 kB/s
46.17.107.199,443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,243 ms,873 kB/s
94.228.164.233,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,305 ms,872 kB/s
195.206.242.194,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,195 ms,871 kB/s
61.245.11.69,2053,true,SIN,PH,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,373 ms,869 kB/s
188.166.81.37,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,300 ms,861 kB/s
83.147.252.30,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,312 ms,860 kB/s
139.59.152.149,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,858 kB/s
51.75.20.138,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,196 ms,858 kB/s
141.94.204.144,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,201 ms,857 kB/s
185.244.218.27,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,224 ms,856 kB/s
54.36.98.199,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,171 ms,855 kB/s
3.29.76.68,443,true,DXB,AE,Middle East,Dubai,中东,阿拉伯联合酋长国,迪拜,🇦🇪,259 ms,848 kB/s
178.253.23.199,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,251 ms,845 kB/s
185.114.72.31,2053,true,MAD,ES,Europe,Madrid,欧洲,西班牙,马德里,🇪🇸,261 ms,842 kB/s
162.19.243.46,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,837 kB/s
152.53.117.18,2010,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,834 kB/s
46.101.189.202,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,277 ms,833 kB/s
94.131.13.224,443,true,VNO,LT,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,217 ms,827 kB/s
90.156.228.74,2053,true,AMS,DE,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,244 ms,826 kB/s
45.129.199.80,8443,true,TLL,EE,Europe,Tallinn,欧洲,爱沙尼亚,塔林,🇪🇪,327 ms,824 kB/s
51.195.47.243,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,824 kB/s
188.225.34.155,443,true,AMS,RU,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,229 ms,820 kB/s
74.48.86.121,12222,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,197 ms,818 kB/s
188.34.160.97,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,816 kB/s
93.183.127.235,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,290 ms,815 kB/s
77.238.225.185,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,252 ms,814 kB/s
198.105.125.129,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,215 ms,808 kB/s
194.28.226.167,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,249 ms,805 kB/s
65.109.12.58,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,195 ms,805 kB/s
185.140.209.121,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,208 ms,801 kB/s
78.40.117.23,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,312 ms,797 kB/s
171.22.120.166,2053,true,DUS,DE,Europe,Düsseldorf,欧洲,德国,杜塞尔多夫,🇩🇪,180 ms,796 kB/s
82.115.5.202,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,223 ms,795 kB/s
135.125.234.148,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,791 kB/s
91.103.253.162,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,296 ms,790 kB/s
185.248.184.237,8443,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,311 ms,790 kB/s
194.87.35.190,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,245 ms,784 kB/s
45.81.225.153,8443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,261 ms,783 kB/s
194.28.225.101,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,245 ms,780 kB/s
51.195.40.4,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,776 kB/s
57.129.5.70,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,774 kB/s
45.88.67.37,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,277 ms,772 kB/s
77.81.65.9,8443,true,ARN,DE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,206 ms,770 kB/s
95.181.167.228,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,302 ms,767 kB/s
185.209.162.229,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,224 ms,763 kB/s
148.113.200.194,2053,true,YYZ,CA,North America,Toronto,北美洲,加拿大,多伦多,🇨🇦,261 ms,762 kB/s
77.238.242.159,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,759 kB/s
51.75.20.138,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,187 ms,756 kB/s
77.91.70.132,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,268 ms,749 kB/s
195.135.252.27,2053,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,280 ms,748 kB/s
146.19.254.80,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,305 ms,742 kB/s
89.110.86.194,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,739 kB/s
185.209.162.2,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,220 ms,737 kB/s
94.228.162.142,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,294 ms,736 kB/s
138.124.59.110,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,265 ms,735 kB/s
147.45.72.87,8443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,229 ms,735 kB/s
45.149.63.228,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,213 ms,734 kB/s
216.173.69.115,2053,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,281 ms,732 kB/s
38.180.209.40,8443,true,IST,TR,Europe,Istanbul,欧洲,土耳其,伊斯坦布尔,🇹🇷,235 ms,731 kB/s
89.110.101.119,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,285 ms,731 kB/s
185.114.72.148,443,true,MAD,ES,Europe,Madrid,欧洲,西班牙,马德里,🇪🇸,259 ms,728 kB/s
45.134.21.8,2053,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,222 ms,728 kB/s
212.34.152.212,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,297 ms,725 kB/s
141.95.127.113,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,724 kB/s
109.234.39.115,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,723 kB/s
51.15.101.105,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,155 ms,722 kB/s
172.66.131.162,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,720 kB/s
95.181.162.21,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,274 ms,719 kB/s
212.34.134.37,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,250 ms,718 kB/s
95.217.176.149,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,199 ms,718 kB/s
83.229.82.124,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,717 kB/s
5.187.4.103,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,710 kB/s
193.124.41.165,8443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,307 ms,705 kB/s
45.140.146.80,8443,true,KIV,MD,Europe,Chișinău,欧洲,摩尔多瓦共和国,基希讷乌,🇲🇩,209 ms,704 kB/s
45.144.49.77,8443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,279 ms,702 kB/s
109.234.35.228,8443,true,DME,NL,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,255 ms,700 kB/s
213.142.147.101,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,236 ms,694 kB/s
89.110.73.241,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,292 ms,694 kB/s
37.128.204.4,8443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,261 ms,694 kB/s
46.36.221.147,2053,true,TLL,EE,Europe,Tallinn,欧洲,爱沙尼亚,塔林,🇪🇪,213 ms,690 kB/s
49.238.239.19,2083,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,689 kB/s
212.34.131.236,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,243 ms,688 kB/s
94.177.8.48,443,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,305 ms,687 kB/s
94.131.105.101,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,212 ms,685 kB/s
83.219.250.141,443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,237 ms,683 kB/s
135.125.234.160,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,683 kB/s
91.199.32.11,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,182 ms,680 kB/s
195.133.17.188,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,253 ms,671 kB/s
185.230.163.33,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,257 ms,668 kB/s
45.61.137.103,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,257 ms,668 kB/s
194.87.199.246,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,666 kB/s
146.190.108.84,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,366 ms,666 kB/s
193.122.100.41,8443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,329 ms,664 kB/s
